Date,Open,High,Low,Close
2019-08-15,155.7100067138672,156.1199951171875,154.08999633789062,155.32000732421875
2019-08-16,154.1300048828125,156.69000244140625,154.1300048828125,155.8300018310547
2019-08-19,157.0,157.4499969482422,156.1300048828125,156.17999267578125
2019-08-20,155.07000732421875,155.82000732421875,154.52999877929688,155.02999877929688
2019-08-21,157.22000122070312,157.61000061035156,156.35000610351562,156.49000549316406
2019-08-22,156.0500030517578,156.1999969482422,154.4499969482422,155.11000061035156
2019-08-23,154.00999450683594,155.64999389648438,152.9199981689453,153.22000122070312
2019-08-26,155.97999572753906,156.9600067138672,154.52999877929688,156.60000610351562
2019-08-27,159.72000122070312,161.0500030517578,159.25999450683594,160.38999938964844
2019-08-28,157.5399932861328,158.97500610351562,156.4499969482422,157.64999389648438
2019-08-29,159.33999633789062,159.52000427246094,158.1699981689453,158.22000122070312
2019-08-30,158.33999633789062,159.33999633789062,157.00999450683594,157.75
2019-09-03,158.7100067138672,159.2899932861328,157.6199951171875,158.00999450683594
2019-09-04,160.5,161.1999969482422,159.83999633789062,159.99000549316406
2019-09-05,163.0500030517578,163.35000610351562,161.47999572753906,161.8800048828125
2019-09-06,163.9499969482422,164.3800048828125,162.89999389648438,163.11000061035156
2019-09-09,164.47999572753906,164.47999572753906,160.38999938964844,160.74000549316406
2019-09-10,154.1999969482422,154.69000244140625,149.6300048828125,151.0399932861328
2019-09-11,152.75,153.8800048828125,151.0500030517578,151.5500030517578
2019-09-12,152.5500030517578,155.38999938964844,152.38999938964844,154.44000244140625
2019-09-13,154.02999877929688,154.3000030517578,152.5800018310547,152.60000610351562
2019-09-16,151.5,152.05999755859375,150.6999969482422,150.9600067138672
2019-09-17,151.64999389648438,154.1300048828125,151.5,153.9600067138672
2019-09-18,153.85000610351562,154.99000549316406,153.02000427246094,154.77999877929688
2019-09-19,154.47999572753906,154.80999755859375,153.6199951171875,153.6199951171875
2019-09-20,152.74000549316406,153.0290069580078,151.4199981689453,152.0800018310547
2019-09-23,151.0500030517578,153.1699981689453,151.0500030517578,152.77000427246094
2019-09-24,151.69000244140625,151.99000549316406,150.25999450683594,150.66000366210938
2019-09-25,148.66000366210938,150.5800018310547,147.6699981689453,150.35000610351562
2019-09-26,152.0,152.24000549316406,150.9199981689453,151.47999572753906
2019-09-27,153.14999389648438,153.57000732421875,151.0800018310547,152.1199951171875
2019-09-30,153.36000061035156,154.6699981689453,153.1300048828125,154.08999633789062
2019-10-01,154.07000732421875,154.5500030517578,151.39999389648438,151.9600067138672
2019-10-02,148.02999877929688,148.33999633789062,145.92999267578125,146.89999389648438
2019-10-03,147.1199951171875,149.44000244140625,145.44000244140625,149.44000244140625
2019-10-04,149.85000610351562,150.07000732421875,149.30999755859375,149.55999755859375
2019-10-07,148.9499969482422,150.55999755859375,148.89999389648438,149.7899932861328
2019-10-08,148.97999572753906,149.1999969482422,147.5189971923828,147.5399932861328
2019-10-09,149.11000061035156,149.85000610351562,148.5399932861328,149.3000030517578
2019-10-10,148.11000061035156,150.60000610351562,148.0,150.14999389648438
2019-10-11,152.05999755859375,154.6199951171875,151.99000549316406,153.32000732421875
2019-10-14,154.30999755859375,155.22000122070312,154.08999633789062,154.77000427246094
2019-10-15,155.41000366210938,157.19000244140625,155.3699951171875,156.10000610351562
2019-10-16,158.88999938964844,161.1840057373047,158.47999572753906,159.8699951171875
2019-10-17,159.6999969482422,160.42999267578125,157.5800018310547,157.61000061035156
2019-10-18,157.0,157.1199951171875,155.06300354003906,155.85000610351562
2019-10-21,157.0500030517578,157.125,155.33999633789062,156.0500030517578
2019-10-22,156.97999572753906,157.3300018310547,153.85000610351562,153.89999389648438
2019-10-23,153.00999450683594,153.52499389648438,151.60000610351562,151.97000122070312
2019-10-24,153.14999389648438,155.64999389648438,153.1199951171875,155.02999877929688
2019-10-25,155.0,156.47999572753906,154.81500244140625,156.08999633789062
2019-10-28,157.02000427246094,158.5399932861328,157.02000427246094,157.4499969482422
2019-10-29,157.3699951171875,158.24000549316406,156.5800018310547,157.77999877929688
2019-10-30,158.57000732421875,158.6199951171875,156.88999938964844,158.13999938964844
2019-10-31,159.57000732421875,160.3300018310547,159.16000366210938,160.1199951171875
2019-11-01,160.52999877929688,162.07000732421875,160.52999877929688,161.3800048828125
2019-11-04,171.89999389648438,172.88999938964844,169.35000610351562,169.99000549316406
2019-11-05,168.39999389648438,168.39999389648438,164.72000122070312,165.60000610351562
2019-11-06,165.27000427246094,165.77499389648438,164.75999450683594,165.44000244140625
2019-11-07,165.99000549316406,166.1999969482422,164.86000061035156,164.9600067138672
2019-11-08,165.4600067138672,165.74000549316406,164.64999389648438,164.89999389648438
2019-11-11,163.8000030517578,164.74000549316406,163.5399932861328,164.39999389648438
2019-11-12,164.7100067138672,165.30999755859375,163.58999633789062,165.02000427246094
2019-11-13,163.99000549316406,164.77999877929688,163.38999938964844,163.86000061035156
2019-11-14,163.9499969482422,165.88999938964844,163.6199951171875,165.47000122070312
2019-11-15,166.91000366210938,167.5,166.61000061035156,167.0
2019-11-18,165.7100067138672,166.0,165.00999450683594,165.35000610351562
2019-11-19,165.6999969482422,165.9600067138672,163.72999572753906,164.22000122070312
2019-11-20,166.00999450683594,166.35000610351562,163.64999389648438,164.41000366210938
2019-11-21,165.77000427246094,166.2899932861328,165.27000427246094,165.41000366210938
2019-11-22,166.4600067138672,166.5500030517578,164.82000732421875,165.25
2019-11-25,166.64999389648438,167.77999877929688,166.27000427246094,167.66000366210938
2019-11-26,168.4499969482422,170.2899932861328,168.33999633789062,170.0399932861328
2019-11-27,170.77999877929688,171.39999389648438,170.4199981689453,170.8800048828125
2019-11-29,168.52999877929688,169.4949951171875,168.07000732421875,168.27000427246094
2019-12-02,167.19000244140625,167.27000427246094,164.1199951171875,165.11000061035156
2019-12-03,167.17999267578125,168.07000732421875,166.1199951171875,168.02000427246094
2019-12-04,168.86000061035156,169.1199951171875,167.42999267578125,167.6199951171875
2019-12-05,168.42999267578125,168.6999969482422,166.73500061035156,166.94000244140625
2019-12-06,167.58999633789062,167.88999938964844,165.8300018310547,166.1699981689453
2019-12-09,163.8000030517578,164.67999267578125,163.22999572753906,163.67999267578125
2019-12-10,165.02999877929688,165.85000610351562,164.38999938964844,164.83999633789062
2019-12-11,165.2100067138672,165.99000549316406,164.92999267578125,165.22999572753906
2019-12-12,165.9499969482422,167.24000549316406,165.63499450683594,166.22000122070312
2019-12-13,166.16000366210938,166.25,163.5500030517578,163.92999267578125
2019-12-16,165.72000122070312,165.94000244140625,164.72999572753906,165.25
2019-12-17,167.0,167.6199951171875,166.52999877929688,167.42999267578125
2019-12-18,167.39999389648438,168.00999450683594,166.42999267578125,167.52999877929688
2019-12-19,166.0,167.4499969482422,165.69000244140625,166.52000427246094
2019-12-20,167.3000030517578,167.82000732421875,166.74000549316406,167.00999450683594
2019-12-23,168.0,168.97999572753906,167.74000549316406,168.58999633789062
2019-12-24,168.02999877929688,168.50999450683594,167.08999633789062,168.00999450683594
2019-12-26,167.82000732421875,168.3000030517578,167.1199951171875,168.07000732421875
2019-12-27,168.4499969482422,170.27499389648438,168.22999572753906,168.72000122070312
2019-12-30,167.72000122070312,167.72000122070312,165.22000122070312,165.3000030517578
2019-12-31,165.0,165.83999633789062,164.24000549316406,165.5399932861328
2020-01-02,167.0500030517578,168.7740020751953,166.6300048828125,168.50999450683594
2020-01-03,166.75999450683594,167.75,166.26800537109375,166.72999572753906
2020-01-06,164.75999450683594,166.2899932861328,164.75999450683594,165.85000610351562
2020-01-07,165.97999572753906,166.1199951171875,165.17999267578125,165.22000122070312
2020-01-08,167.0399932861328,168.97000122070312,166.75,168.5399932861328
2020-01-09,170.75999450683594,171.0,169.0,169.91000366210938
2020-01-10,174.4199981689453,174.52000427246094,170.3300018310547,171.30999755859375
2020-01-13,172.7100067138672,174.2899932861328,172.16000366210938,174.2899932861328
2020-01-14,173.6699981689453,174.0749969482422,171.1999969482422,171.5500030517578
2020-01-15,172.9600067138672,173.3249969482422,171.8300018310547,172.5800018310547
2020-01-16,172.5800018310547,173.41000366210938,170.5749969482422,173.41000366210938
2020-01-17,174.99000549316406,175.39999389648438,173.3800048828125,173.94000244140625
2020-01-21,172.35000610351562,174.3000030517578,171.67999267578125,174.14999389648438
2020-01-22,175.0,175.27999877929688,172.5800018310547,173.1199951171875
2020-01-23,171.9600067138672,172.88999938964844,170.72999572753906,172.25999450683594
2020-01-24,173.77999877929688,174.01499938964844,171.86000061035156,172.47999572753906
2020-01-27,167.39999389648438,168.6699981689453,166.625,168.0500030517578
2020-01-28,169.50999450683594,172.07000732421875,169.4499969482422,171.25
2020-01-29,172.11000061035156,173.1699981689453,171.25999450683594,172.64999389648438
2020-01-30,170.47999572753906,172.55999755859375,170.0399932861328,172.47999572753906
2020-01-31,169.41000366210938,170.4199981689453,168.55999755859375,168.82000732421875
2020-02-03,168.66000366210938,176.5800018310547,168.3249969482422,170.25
2020-02-04,168.25,169.02999877929688,164.41000366210938,168.52999877929688
2020-02-05,169.5399932861328,169.8300018310547,166.83999633789062,167.8800048828125
2020-02-06,167.58999633789062,170.0500030517578,167.00999450683594,168.8000030517578
2020-02-07,167.4199981689453,168.3000030517578,166.7100067138672,166.75999450683594
2020-02-10,167.77000427246094,168.02000427246094,166.41000366210938,167.5500030517578
2020-02-11,169.88999938964844,171.55999755859375,169.72999572753906,171.16000366210938
2020-02-12,172.44000244140625,174.18699645996094,172.36000061035156,173.7899932861328
2020-02-13,171.3800048828125,172.88999938964844,171.10000610351562,172.30999755859375
2020-02-14,172.97000122070312,173.7100067138672,172.4600067138672,173.25999450683594
2020-02-18,176.6300048828125,178.9149932861328,176.61000061035156,177.6699981689453
2020-02-19,180.36000061035156,180.9499969482422,178.94000244140625,179.2100067138672
2020-02-20,178.97000122070312,179.88999938964844,176.82000732421875,177.85000610351562
2020-02-21,176.3300018310547,176.3300018310547,172.6999969482422,172.89999389648438
2020-02-24,161.8800048828125,165.10000610351562,161.86000061035156,162.99000549316406
2020-02-25,165.0,165.35000610351562,161.24000549316406,161.50999450683594
2020-02-26,161.88999938964844,164.3800048828125,159.86000061035156,159.89999389648438
2020-02-27,158.08999633789062,161.3699951171875,155.7899932861328,156.08999633789062
2020-02-28,154.11000061035156,158.0,152.50999450683594,157.75
2020-03-02,156.36000061035156,161.4600067138672,154.63999938964844,161.2100067138672
2020-03-03,161.2100067138672,163.5800018310547,156.1199951171875,156.72999572753906
2020-03-04,157.5800018310547,160.64500427246094,155.5399932861328,160.3800048828125
2020-03-05,155.61000061035156,157.25,153.1199951171875,154.19000244140625
2020-03-06,152.27000427246094,153.2899932861328,149.3000030517578,152.17999267578125
2020-03-09,141.1699981689453,145.30999755859375,137.17999267578125,137.72999572753906
2020-03-10,145.88999938964844,147.44500732421875,141.3699951171875,146.33999633789062
2020-03-11,146.35000610351562,147.3800048828125,140.36000061035156,143.0399932861328
2020-03-12,132.9499969482422,134.91000366210938,128.24000549316406,129.99000549316406
2020-03-13,143.92999267578125,143.92999267578125,132.6699981689453,142.27999877929688
2020-03-16,129.36000061035156,139.67999267578125,127.7300033569336,129.32000732421875
2020-03-17,139.00999450683594,139.97000122070312,133.05999755859375,136.61000061035156
2020-03-18,134.11000061035156,138.60000610351562,130.1999969482422,134.0500030517578
2020-03-19,135.97000122070312,139.49000549316406,133.14999389648438,136.6999969482422
2020-03-20,137.4199981689453,147.99000549316406,137.17999267578125,139.55999755859375
2020-03-23,132.80999755859375,137.6199951171875,129.5,129.5
2020-03-24,140.7899932861328,149.97999572753906,138.9600067138672,144.9499969482422
2020-03-25,149.33999633789062,156.94000244140625,147.97999572753906,154.05999755859375
2020-03-26,151.64999389648438,157.77000427246094,151.1999969482422,157.17999267578125
2020-03-27,152.61000061035156,154.07000732421875,149.47999572753906,150.02999877929688
2020-03-30,151.2100067138672,154.42999267578125,150.5,154.2899932861328
2020-03-31,152.4499969482422,156.4499969482422,151.50999450683594,152.57000732421875
2020-04-01,152.72000122070312,153.02999877929688,147.02000427246094,148.4499969482422
2020-04-02,146.3300018310547,148.25999450683594,141.5399932861328,141.85000610351562
2020-04-03,139.10000610351562,140.69000244140625,134.24000549316406,134.8300018310547
2020-04-06,139.8699951171875,147.17999267578125,138.91000366210938,147.00999450683594
2020-04-07,150.5500030517578,151.4199981689453,146.0,146.47999572753906
2020-04-08,150.69000244140625,155.0,150.0500030517578,154.00999450683594
2020-04-09,154.0,158.60000610351562,152.83999633789062,157.0399932861328
2020-04-13,157.47999572753906,157.60000610351562,152.50999450683594,153.4199981689453
2020-04-14,155.55999755859375,157.11000061035156,154.44000244140625,155.75999450683594
2020-04-15,152.85000610351562,153.25999450683594,150.0,150.60000610351562
2020-04-16,154.72000122070312,156.1999969482422,151.99000549316406,154.3000030517578
2020-04-17,162.88999938964844,163.38999938964844,160.5749969482422,161.33999633789062
2020-04-20,158.99000549316406,159.30999755859375,156.6300048828125,157.00999450683594
2020-04-21,158.33999633789062,159.02000427246094,153.08999633789062,153.14999389648438
2020-04-22,157.2899932861328,158.75,156.4499969482422,158.02000427246094
2020-04-23,156.52999877929688,159.27999877929688,156.27999877929688,157.02000427246094
