Date,Open,High,Low,Close
2018-11-05,116.41999816894531,118.77999877929688,115.80999755859375,117.58000183105469
2018-11-06,115.47000122070312,116.37000274658203,114.86900329589844,115.98999786376953
2018-11-07,115.94000244140625,116.93000030517578,115.63999938964844,116.06999969482422
2018-11-08,115.94999694824219,116.70999908447266,113.58999633789062,114.19999694824219
2018-11-09,111.75,112.36000061035156,108.83100128173828,110.06999969482422
2018-11-12,108.58999633789062,108.76000213623047,106.26000213623047,106.41999816894531
2018-11-13,108.91999816894531,111.58999633789062,108.7699966430664,109.61000061035156
2018-11-14,112.56999969482422,113.13999938964844,110.05999755859375,110.80000305175781
2018-11-15,109.75,112.36000061035156,108.70999908447266,111.80000305175781
2018-11-16,110.31999969482422,111.45999908447266,110.0469970703125,110.73999786376953
2018-11-19,110.5,110.54000091552734,108.63999938964844,108.81999969482422
2018-11-20,105.76000213623047,107.04000091552734,104.97000122070312,105.23999786376953
2018-11-21,105.4000015258789,107.79000091552734,105.37999725341797,106.7300033569336
2018-11-23,106.70999908447266,107.66000366210938,106.66000366210938,106.66000366210938
2018-11-26,107.98999786376953,109.38999938964844,107.79000091552734,109.22000122070312
2018-11-27,106.98999786376953,107.29000091552734,103.9800033569336,104.7699966430664
2018-11-28,102.63999938964844,108.41000366210938,102.37000274658203,108.33000183105469
2018-11-29,108.2699966430664,109.83000183105469,108.05999755859375,109.20999908447266
2018-11-30,108.5,110.01000213623047,108.41999816894531,109.5999984741211
2018-12-03,111.80999755859375,112.5,111.08000183105469,111.68000030517578
2018-12-04,111.5999984741211,112.0,108.08000183105469,108.37000274658203
2018-12-06,106.22000122070312,107.63999938964844,105.30999755859375,107.52999877929688
2018-12-07,108.30999755859375,109.18000030517578,104.26000213623047,104.83999633789062
2018-12-10,105.23999786376953,106.1500015258789,104.02999877929688,104.93000030517578
2018-12-11,107.52999877929688,107.56500244140625,104.58000183105469,104.95999908447266
2018-12-12,105.9000015258789,106.79000091552734,105.36000061035156,105.41999816894531
2018-12-13,105.80999755859375,105.93000030517578,103.75,104.0999984741211
2018-12-14,102.12000274658203,102.83000183105469,101.0999984741211,101.48999786376953
2018-12-17,100.79000091552734,101.70999908447266,99.48500061035156,99.94000244140625
2018-12-18,101.76000213623047,102.22000122070312,100.76000213623047,100.80000305175781
2018-12-19,104.19000244140625,106.29000091552734,101.83999633789062,102.43000030517578
2018-12-20,103.11000061035156,103.63999938964844,100.38999938964844,101.5199966430664
2018-12-21,100.9800033569336,101.3499984741211,97.80000305175781,98.16000366210938
2018-12-24,97.4000015258789,97.87300109863281,95.79000091552734,95.95999908447266
2018-12-26,95.88999938964844,98.37000274658203,93.8499984741211,98.29000091552734
2018-12-27,96.30999755859375,99.76000213623047,96.05999755859375,99.75
2018-12-28,99.44999694824219,99.81999969482422,98.05999755859375,98.4000015258789
2018-12-31,99.55999755859375,99.94000244140625,97.73300170898438,99.44000244140625
2019-01-02,98.0999984741211,99.20999908447266,97.61000061035156,98.69999694824219
2019-01-03,98.8499984741211,98.88999938964844,96.62000274658203,96.9800033569336
2019-01-04,100.2300033569336,102.77999877929688,99.26000213623047,102.2300033569336
2019-01-07,103.31999969482422,105.7300033569336,102.94999694824219,104.4800033569336
2019-01-08,107.62000274658203,109.25,107.4000015258789,108.58000183105469
2019-01-09,112.16000366210938,113.03500366210938,111.13999938964844,111.19000244140625
2019-01-10,109.87000274658203,111.29000091552734,109.41000366210938,110.79000091552734
2019-01-11,111.73999786376953,111.75,110.41000366210938,110.83999633789062
2019-01-14,110.61000061035156,111.38999938964844,110.12000274658203,110.87999725341797
2019-01-15,112.55000305175781,112.83999633789062,111.4000015258789,112.37000274658203
2019-01-16,111.9000015258789,113.91999816894531,111.80999755859375,113.12999725341797
2019-01-17,113.55999755859375,114.73699951171875,112.96499633789062,113.70999908447266
2019-01-18,114.26000213623047,114.4800033569336,112.72000122070312,113.29000091552734
2019-01-22,112.2300033569336,112.61000061035156,110.58999633789062,111.69000244140625
2019-01-23,111.20999908447266,111.62999725341797,109.48999786376953,110.19999694824219
2019-01-24,110.94999694824219,112.47000122070312,110.77999877929688,112.38999938964844
2019-01-25,111.97000122070312,112.19000244140625,111.05000305175781,111.23999786376953
2019-01-28,110.11000061035156,110.44999694824219,108.83999633789062,110.41999816894531
2019-01-29,110.79000091552734,111.04000091552734,109.7699966430664,110.55000305175781
2019-01-30,110.80999755859375,112.94000244140625,110.41000366210938,112.69000244140625
2019-01-31,116.04000091552734,127.06999969482422,116.04000091552734,126.30000305175781
2019-02-01,126.06999969482422,127.55000305175781,125.8550033569336,127.12999725341797
2019-02-04,126.01000213623047,127.22000122070312,125.79000091552734,127.22000122070312
2019-02-05,127.97000122070312,128.1699981689453,127.0199966430664,127.27999877929688
2019-02-06,127.02999877929688,127.6500015258789,126.75,126.95999908447266
2019-02-07,123.37000274658203,124.77999877929688,123.03199768066406,124.58999633789062
2019-02-08,123.19999694824219,124.31999969482422,122.77999877929688,124.27999877929688
2019-02-11,123.26000213623047,123.97000122070312,123.2300033569336,123.5
2019-02-12,124.0999984741211,126.68499755859375,124.0999984741211,126.44000244140625
2019-02-13,125.80999755859375,126.1500015258789,124.95999908447266,125.25
2019-02-14,124.5,125.51000213623047,124.16000366210938,125.05999755859375
2019-02-15,125.68000030517578,126.4000015258789,125.3010025024414,125.9800033569336
2019-02-19,125.73999786376953,126.91000366210938,125.7300033569336,126.37000274658203
2019-02-20,126.31999969482422,126.73999786376953,125.56999969482422,125.7699966430664
2019-02-21,125.5999984741211,126.7300033569336,125.52999877929688,126.30000305175781
2019-02-22,126.25,126.58999633789062,125.6500015258789,126.02999877929688
2019-02-25,127.12999725341797,128.27000427246094,126.7699966430664,128.0399932861328
2019-02-26,128.07000732421875,129.72799682617188,128.02999877929688,129.0500030517578
2019-02-27,128.58999633789062,129.11000061035156,127.71900177001953,128.6699981689453
2019-02-28,128.1300048828125,128.86000061035156,128.02999877929688,128.25999450683594
2019-03-01,130.2899932861328,131.9199981689453,129.9199981689453,131.8000030517578
2019-03-04,131.8000030517578,132.16000366210938,130.02999877929688,130.8000030517578
2019-03-05,130.50999450683594,131.85000610351562,130.38800048828125,131.75999450683594
2019-03-06,130.44000244140625,130.60699462890625,129.27200317382812,130.11000061035156
2019-03-07,128.49000549316406,129.05999755859375,127.25,128.32000732421875
2019-03-08,127.01000213623047,128.99000549316406,126.81999969482422,128.8800048828125
2019-03-11,128.72000122070312,130.8800048828125,128.52999877929688,130.75999450683594
2019-03-12,130.22999572753906,130.7100067138672,129.82000732421875,130.19000244140625
2019-03-13,130.72999572753906,130.8800048828125,129.0800018310547,130.0500030517578
2019-03-14,130.66000366210938,131.25,129.86000061035156,131.19000244140625
2019-03-15,132.0,132.1999969482422,131.6199951171875,131.77999877929688
2019-03-18,131.66000366210938,132.4550018310547,131.4499969482422,132.27999877929688
2019-03-19,132.42999267578125,132.6999969482422,131.4600067138672,131.61000061035156
2019-03-20,132.88999938964844,132.88999938964844,131.0,131.75
2019-03-21,131.8800048828125,132.6179962158203,131.58999633789062,132.38999938964844
2019-03-22,131.0500030517578,131.33999633789062,128.5,128.64999389648438
2019-03-25,129.9199981689453,131.2899932861328,129.17999267578125,131.1199951171875
2019-03-26,132.0,133.33999633789062,131.76499938964844,132.9600067138672
2019-03-27,133.88999938964844,134.52999877929688,132.24000549316406,132.77999877929688
2019-03-28,132.97000122070312,133.63999938964844,132.22500610351562,133.0500030517578
2019-03-29,133.7899932861328,134.74000549316406,133.2100067138672,133.8000030517578
2019-04-01,135.74000549316406,136.6699981689453,134.6999969482422,135.0500030517578
2019-04-02,135.1699981689453,136.3300018310547,134.8300018310547,135.97000122070312
2019-04-03,136.64999389648438,137.25999450683594,136.0,136.17999267578125
2019-04-04,136.80999755859375,136.9499969482422,135.75999450683594,136.47000122070312
2019-04-05,137.49000549316406,138.0,136.50999450683594,136.94000244140625
2019-04-08,137.1199951171875,137.35000610351562,136.3800048828125,137.1300048828125
2019-04-09,136.27999877929688,136.8249969482422,135.7899932861328,136.44000244140625
2019-04-10,135.80999755859375,137.1300048828125,135.58999633789062,136.50999450683594
2019-04-11,136.91000366210938,137.36000061035156,136.49000549316406,137.25999450683594
2019-04-12,138.86000061035156,139.07000732421875,138.17999267578125,138.57000732421875
2019-04-15,138.0,138.0,136.00999450683594,137.02999877929688
2019-04-16,136.0500030517578,138.35000610351562,135.9600067138672,138.08999633789062
2019-04-17,136.88999938964844,138.24000549316406,136.5,137.69000244140625
2019-04-18,137.33999633789062,140.32000732421875,137.24000549316406,139.91000366210938
2019-04-22,139.91000366210938,140.9600067138672,139.3800048828125,139.64999389648438
2019-04-23,137.64999389648438,139.4199981689453,137.4499969482422,138.9600067138672
2019-04-24,137.27000427246094,137.75,136.4499969482422,136.47999572753906
2019-04-25,135.49000549316406,136.19000244140625,135.00999450683594,135.55999755859375
2019-04-26,134.77000427246094,135.5,134.47000122070312,135.39999389648438
2019-04-29,134.57000732421875,136.0050048828125,134.15499877929688,135.52000427246094
2019-04-30,136.0399932861328,136.18499755859375,134.90499877929688,136.02999877929688
2019-05-01,136.13999938964844,136.30999755859375,134.4499969482422,134.60000610351562
2019-05-02,134.82000732421875,135.3000030517578,133.69500732421875,134.72999572753906
2019-05-03,133.92999267578125,135.11000061035156,133.92999267578125,134.13999938964844
2019-05-06,130.25,133.1300048828125,129.4600067138672,132.3300018310547
2019-05-07,138.30999755859375,139.07000732421875,136.75,137.6999969482422
2019-05-08,138.50999450683594,142.14999389648438,138.1199951171875,141.0399932861328
2019-05-09,141.30999755859375,142.0399932861328,139.44000244140625,141.16000366210938
2019-05-10,141.42999267578125,142.02999877929688,139.51499938964844,141.3300018310547
2019-05-13,137.77000427246094,139.0399932861328,137.3699951171875,138.67999267578125
2019-05-14,140.55999755859375,142.14999389648438,140.31500244140625,140.94000244140625
2019-05-15,138.77000427246094,144.5399932861328,138.44000244140625,143.63999938964844
2019-05-16,143.0399932861328,144.6199951171875,142.75,143.66000366210938
2019-05-17,142.94000244140625,143.9499969482422,142.04600524902344,142.3800048828125
2019-05-20,141.67999267578125,142.24000549316406,140.57000732421875,141.5399932861328
2019-05-21,142.80999755859375,143.97999572753906,142.0,143.86000061035156
2019-05-22,142.7100067138672,143.6999969482422,142.4600067138672,142.8699951171875
2019-05-23,142.39999389648438,142.55999755859375,140.99000549316406,142.3300018310547
2019-05-24,143.14999389648438,144.55999755859375,142.89999389648438,144.2899932861328
2019-05-28,143.00999450683594,145.1300048828125,143.00999450683594,144.52000427246094
2019-05-29,141.6999969482422,143.25,140.97000122070312,143.07000732421875
2019-05-30,142.1699981689453,143.0800018310547,142.0800018310547,143.0
2019-05-31,140.47000122070312,143.4199981689453,140.10499572753906,143.02000427246094
2019-06-03,142.00999450683594,143.0500030517578,140.9499969482422,141.97000122070312
2019-06-04,142.41000366210938,144.14999389648438,141.9199981689453,143.0399932861328
2019-06-05,144.47999572753906,145.42999267578125,143.80999755859375,144.86000061035156
2019-06-06,146.38999938964844,148.7100067138672,146.1300048828125,148.47999572753906
2019-06-07,150.17999267578125,151.33999633789062,149.94000244140625,150.33999633789062
2019-06-10,150.8000030517578,154.1699981689453,150.5500030517578,153.83999633789062
2019-06-11,155.30999755859375,155.5399932861328,153.75,154.72000122070312
2019-06-12,154.74000549316406,155.5399932861328,154.47000122070312,154.6300048828125
2019-06-13,154.0399932861328,154.47999572753906,153.69000244140625,154.0500030517578
2019-06-14,153.22000122070312,153.31300354003906,152.28500366210938,152.86000061035156
2019-06-17,153.4600067138672,154.57000732421875,153.4499969482422,154.13999938964844
2019-06-18,156.5800018310547,158.52000427246094,156.4199981689453,158.2100067138672
2019-06-19,156.85000610351562,158.4499969482422,155.8699951171875,157.8300018310547
2019-06-20,162.0500030517578,163.63999938964844,160.58999633789062,161.16000366210938
2019-06-21,161.19000244140625,162.35400390625,161.0,162.2100067138672
2019-06-24,162.8699951171875,163.5,162.10000610351562,162.2100067138672
2019-06-25,161.4499969482422,162.24000549316406,159.1199951171875,159.74000549316406
2019-06-26,159.6999969482422,160.27999877929688,158.75999450683594,159.5
2019-06-27,158.9600067138672,161.0,158.94000244140625,160.86000061035156
2019-06-28,161.32000732421875,162.61000061035156,161.1999969482422,161.4199981689453
2019-07-01,162.57000732421875,163.52999877929688,162.5,163.19000244140625
2019-07-02,164.82000732421875,165.1999969482422,164.3699951171875,165.1199951171875
2019-07-03,168.17999267578125,169.47999572753906,167.16000366210938,167.50999450683594
2019-07-05,165.55999755859375,165.98399353027344,164.64999389648438,165.61000061035156
2019-07-08,166.17999267578125,166.5,165.66000366210938,165.85000610351562
2019-07-09,165.27999877929688,165.7100067138672,165.0,165.63999938964844
2019-07-10,167.07000732421875,167.52000427246094,166.61000061035156,167.0
2019-07-11,166.6999969482422,167.00799560546875,166.11000061035156,166.42999267578125
2019-07-12,167.0399932861328,167.5,166.07000732421875,166.50999450683594
2019-07-15,168.08999633789062,168.77000427246094,167.8300018310547,168.47000122070312
2019-07-16,170.07000732421875,170.5399932861328,169.00999450683594,169.1199951171875
2019-07-17,169.50999450683594,170.24000549316406,168.72000122070312,168.75
2019-07-18,168.6999969482422,169.4600067138672,167.2469940185547,168.6999969482422
2019-07-19,167.44000244140625,168.25,166.36000061035156,166.5
2019-07-22,167.19000244140625,168.1999969482422,167.0,167.10000610351562
2019-07-23,168.52999877929688,168.77000427246094,167.77999877929688,168.42999267578125
2019-07-24,168.13999938964844,168.6199951171875,166.72000122070312,167.50999450683594
2019-07-25,167.25,167.3800048828125,164.72500610351562,166.27000427246094
2019-07-26,165.5500030517578,166.2100067138672,165.27000427246094,165.85000610351562
2019-07-29,165.0500030517578,165.22000122070312,164.36000061035156,164.67999267578125
2019-07-30,160.8300018310547,161.9499969482422,159.80999755859375,160.13999938964844
2019-07-31,162.3000030517578,163.22999572753906,159.72999572753906,161.0800018310547
2019-08-01,162.67999267578125,165.5399932861328,162.5500030517578,163.0
2019-08-02,161.67999267578125,162.50999450683594,158.60000610351562,159.47999572753906
2019-08-05,158.97999572753906,159.25999450683594,155.50999450683594,156.77999877929688
2019-08-06,157.0,157.5800018310547,154.5800018310547,156.58999633789062
2019-08-07,155.35000610351562,158.3300018310547,155.0800018310547,158.11000061035156
2019-08-08,158.5800018310547,160.8300018310547,158.2100067138672,160.10000610351562
2019-08-09,159.0800018310547,159.52000427246094,156.73500061035156,158.8699951171875
2019-08-12,158.13999938964844,159.6199951171875,157.5800018310547,158.00999450683594
2019-08-13,158.52999877929688,161.50999450683594,158.2100067138672,160.82000732421875
2019-08-14,159.0,159.61000061035156,155.0800018310547,155.89999389648438
